code,description,category
D7991,Coronoidectomy,Specialty
D7450,Dental Cystectomy,Specialty
D7461,Dental Tumour Excission,Specialty
41140,Glossectomy,Specialty
41115,Glossectomy (including floor of Mouth),Specialty
41116,Tumor Excision (at floor of the Mouth),Specialty
41120,Hemiglossectomy,Specialty
41135,Hemiglossectomy (including Lymph Nodes),Specialty
41114,Tumor Excision (at floor of the Mouth),Specialty
41145,Total Glossectomy (including its Lymph Nodes),Specialty
41150,Glossectomy (including Bone),Specialty
41153,Radical Glossectomy,Specialty
11444,Kelloidectomy,Specialty
21046,Mandibular Excision,Specialty
21462,Open Reduction At Angle of Mandible,Specialty
21465,Open Reduction At Body of Mandible,Specialty
D7946,Open Reduction Lefort I,Specialty
D7947,Lefort I (Maxilla - Segmented),Specialty
D7948,Open Reduction Lefort II,Specialty
D7949,Open Reduction Lefort III,Specialty
D7261,Oral Antral Communication Repair,Specialty
42330,Salivary Duct Stone Removal,Specialty
42420,Total Parotidectomy,Specialty
42505,Plastic Repair of Salivary Duct,Specialty
42507,Plastic Repair of Salivary Duct(Major Salivary Gland Ducts Bilateraly),Specialty
42509,Plastic Repair of Salivary Duct (with Gland Excision),Specialty
42510,Plastic Repair of Salivary Duct (with Tying Duct Bilateraly),Specialty
42550,Injection of Dye for X-Ray of Salivary Glands,Specialty
42650,Insertion of Probe for Salivary Gland Duct Dilation,Specialty
42660,Salivary Gland Duct Dilation,Specialty
42699,Salivary Gland or Duct Procedure,Specialty
51999,Transurethral Resection/Incision of Bladder Neck,Specialty
D7451,Tumour Enucleation,Specialty
D7460,Tumour Enucleation (Lesion Diameter up to 1.25 Cm),Specialty
21048,Partial Maxillectomy,Specialty
21930,Lipoma Excision Minor,Specialty
D6245,Acrylic Bridge,Specialty
D2949,Additional Filling,Specialty
D7670,Alveolar Bone Fracture,Specialty
D7671,"Alveolus - Open Reduction, Splinting of Teeth",Specialty
D7771,Alveolus - Closed Reduction Splinting of Teeth,Specialty
D2140,Amalgam Filling One Surface,Specialty
D2150,Amalgam Filling-Two or more Surface,Specialty
D2160,Amalgam Filling-Three Surface,Specialty
D2161,Amalgam Filling-Four or more Surface,Specialty
D3410,Apicectomy,Specialty
D3421,Apicoectomy - Bicuspid (First Root),Specialty
D3425,Apicoectomy - Molar (First Root),Specialty
D3426,Apicoectomy (Each Additional Root),Specialty
21454,Archwire Change,Specialty
D0270,Bitewing View,Specialty
D0272,Bitewings - Two Radiographic Images,Specialty
D0273,Bitewings - Three Radiographic Images,Specialty
D0274,Bitewings - Four Radiographic Images,Specialty
D0277,Vertical Bitewings - 7 to 8 Radiographic Images,Specialty
41872,Arresting Bleeding Socket,Specialty
41874,Dry / Infected Socket Irrigation,Specialty
41899,Rotational Flap,Specialty
D2710,Bridge Construction Per Unit with Composite,Specialty
D2712,Crown - ¾ Resin-Based Composite (Indirect),Specialty
31636,Bronchoschopic Stenting using an Endoscope,Specialty
40650,Cleft Lip (Repair),Specialty
40652,Cleft Lip (Repair) Half of Lip,Specialty
40654,Cleftl Lip (Repair) Over Half of Lip,Specialty
40700,Plastic Repair (One Side of the Nose or Lip),Specialty
40701,Plastic Repair (Bilateraly of The Nose or Lip),Specialty
40702,Plastic Repair (Bilatery Nose or Lip),Specialty
40720,Plastic Repair ( Nasal And Lip),Specialty
40799,Lip Procedure,Specialty
42200,Cleft Palate Repair,Specialty
42205,Repair of Defect of Roof of Mouth,Specialty
42220,Lengthening of Roof of Mouth,Specialty
42227,Lengthening of Roof of Mouth using Mucous Membrane Flap,Specialty
D7250,Complicated Extraction,Specialty
D7251,Coronectomy – Intentional Partial Tooth Removal,Specialty
D2330,Composite Filling,Specialty
D2332,"Composite Filling (Three Surfaces, Anterior)",Specialty
D2335,Composite Filling (more than Four Surfaces ),Specialty
D2390,Crown (Made of Composite) Anterior,Specialty
D2391,Crown (Made of Composite One Surface) Posterior,Specialty
D2392,Crown (Made of Composite Two Surfaces)Posterior,Specialty
D2393,Crown (Made of Composite Three Surfaces) Posterior,Specialty
D2394,Crown (Made Composite Four or more Surface) Posterior,Specialty
21050,Condylectomy Bilateral,Specialty
21431,Craniomaxillary Fixation,Specialty
21432,Craniomaxillary Fixation (Insertion of Hardware),Specialty
21390,Craniomaxillary Fixation (Involving Broken Eye Socket Bone with Implant),Specialty
21401,Craniomaxillary Fixation (Closed Reduction involving Eye Socket Bone ),Specialty
D6010,Dental Inplant,Specialty
D6011,Second Stage Implant Surgery,Specialty
D6012,Surgical Placement of Interim Implant Body for Transitional Prosthesis: Endosteal Implant,Specialty
D6013,Surgical Placement of Mini Implant,Specialty
D6040,Surgical Placement: Eposteal Implant,Specialty
D6050,Surgical Placement: Transosteal Implant,Specialty
D6100,Implant Removal,Specialty
D6101,Debridement of a Peri-Implant Defect,Specialty
D6102,Debridement and Osseous Contouring of a Peri-Implant Defect,Specialty
D6103,Bone Graft for Repair of Peri-Implant Defect – Does not include Flap Entry and Closure,Specialty
D6104,Bone Graft at Time of Implant Placement,Specialty
70300,X-Ray Periapical View,Specialty
70310,"X-Ray of Teeth, Less than Full Mouth",Specialty
70320,"X-Ray of Teeth, Full Mouth",Specialty
D5610,Repair Resin Denture Base,Specialty
D5620,Repair Cast Framework,Specialty
D5630,Repair or Replace Broken Clasp (Per Tooth),Specialty
D5640,Replace Broken Teeth ( Per Tooth),Specialty
D5650,Add Tooth to Existing Partial Denture,Specialty
D5660,Add Clasp to Existing Partial Denture (Per Tooth),Specialty
D5670,Replace all Teeth and Acrylic on Cast Metal Framework (Maxillary),Specialty
D5671,Replace all Teeth and Acrylic on Cast Metal Framework (Mandibular),Specialty
D5213,Maxillary Partial Denture,Specialty
D5214,Mandibular Partial Denture,Specialty
D5221,Immediate Maxillary Partial Denture,Specialty
D5222,Immediate Mandibular Partial Denture,Specialty
D5110,Complete Denture (Maxillary),Specialty
D5120,Complete Denture (Mandibular),Specialty
D5130,Immediate Complete Denture (Maxillary),Specialty
D5140,Immediate Complete Denture (Mandibular),Specialty
D2331,Diastema Closure,Specialty
D1510,Diesterma Formation,Specialty
D1515,Space Maintainer (Fixed - Bilateral),Specialty
D1520,Space Maintainer (Removable - Unilateral),Specialty
D1525,Space Maintainer ( Removable - Bilateral),Specialty
D5212,Direct Composite Bridge,Specialty
D6205,Pontic (Indirect Resin Based Composite),Specialty
D6710,Retainer Crown (Indirect Resin Based Composite),Specialty
D6549,Resin Retainer (for Resin Bonded Fixed Prosthesis),Specialty
D7220,Tooth Extraction (Complex),Specialty
D7230,Removal of Impacted Tooth ( Partially Bony),Specialty
D7241,"Removal of Impacted Tooth -(Completely Bony, with Unusual Surgical Complications)",Specialty
41823,Dry Socket,Specialty
D1206,Floride Vanish Application,Specialty
D1208,Topical Application of Fluoride -(Excluding Varnish),Specialty
D3230,Endodontic Treatment Anterior,Specialty
D3310,"Endodontic Therapy (Anterior Tooth, Excluding Final Restoration)",Specialty
D3240,Endodontic Treatment Molar,Specialty
D3330,"Endodontic Therapy, Molar (Excluding Final Restoration)",Specialty
D3320,Endodontic Treatment Premolar,Specialty
D3331,Treatment of Root Canal Obstruction (Non-Surgical Access),Specialty
D3332,"Incomplete Endodontic Therapy (Inoperable, Unrestorable or Fractured Tooth)",Specialty
D3333,Internal Root Repair of Perforation Defects,Specialty
D7140,Tooth Extraction Permanent,Specialty
D7111,Tooth Extraction Decidous,Specialty
D2950,Tooth Filling with Pin Additional-Anterior,Specialty
D2951,Tooth Filling with Pin Additional-Posterior,Specialty
D2952,Crown and Bridge,Specialty
D8030,Limited Orthodontic Treatment of The Adolescent Dentition,Specialty
D8050,Interceptive Orthodontic Treatment of the Primary Dentition,Specialty
D8070,Comprehensive Orthodontic Treatment of the Transitional Dentition,Specialty
D8080,Comprehensive Orthodontic Treatment of the Adolescent Dentition,Specialty
D8090,Comprehensive Orthodontic Treatment of the Adult Dentition,Specialty
D8220,Fixed Appliance Therapy,Specialty
D8660,Pre-Orthodontic Treatment Examination to Monitor Growth and Development,Specialty
D8680,"Orthodontic Retention (Removal of Appliances, Construction and Placement of Retainer(S))",Specialty
D8681,Removable Orthodontic Retainer Adjustment,Specialty
D8690,Orthodontic Treatment (Alternative Billing to A Contract Fee),Specialty
D8691,Repair of Orthodontic Appliance,Specialty
D8692,Replacement of Lost or Broken Retainer,Specialty
D8693,Re-Cement or Re-Bond Fixed Retainer,Specialty
D8694,Repair of Fixed Retainers (Includes Reattachment),Specialty
D7971,Flapectomy (Dental),Specialty
D4210,Gingivectomy,Specialty
D4211,Gingivectomy or Gingivoplasty (Tooth Bounded Spaces Per Quadrant),Specialty
D4212,"Gingivectomy or Gingivoplasty (To Allow Access for Restorative Procedure, Per Tooth)",Specialty
D4230,Anatomical Crown Exposure (Four or more Contiguous Teeth Per Quadrant),Specialty
D4231,Anatomical Crown Exposure ( One to Three Teeth Per Quadrant),Specialty
D4240,"Gingival Flap Procedure (including Root Planning , Four or more Contiguous Teeth or Tooth Bounded Spaces Per Quadrant)",Specialty
D4241,"Gingival Flap Procedure (Including Root Planning, One to Three Contiguous Teeth or Tooth Bounded Spaces Per Quadrant)",Specialty
D2940,Glass Ionomer Filling,Specialty
D2920,Re-Cement or Re-Bond Crown,Specialty
21244,Reconstruction of Lower Jaw Bone With Insertion of Bone Plate,Specialty
21245,Partial Repair of Lower Jaw or Cheek Bone With Implant,Specialty
21248,Partial Reconstruction of Lower Jaw or Cheek Bone with Insertion of Implant,Specialty
21070,Removal of Diseased or Fractured Portion of Lower Jaw Bone,Specialty
21034,Removal of Malignant Growth of Upper Jaw or Cheek Bone,Specialty
D5931,"Obturator Prosthesis, Surgical",Specialty
41800,I & D (Dental Abcess),Specialty
D7510,Incision and Drainage of Abscess (Intraoral Soft Tissue),Specialty
D7511,Incision and Drainage of Abscess (Intraoral includes Drainage of Multiple Fascial Spaces),Specialty
D7520,Incision and Drainage of Abscess (Extraoral Soft Tissue),Specialty
D7521,Incision and Drainage of Abscess (Extraoral Soft Tissue includes Drainage of Multiple Fascial Spaces),Specialty
21076,Impression & Model Cast,Specialty
21077,Impression and Preparation of Eye Socket Prosthesis,Specialty
21079,Impression and Custom Preparation of Temporary Oral Prosthesis,Specialty
21080,Impression and Custom Preparation of Permanent Oral Prosthesis,Specialty
21081,Impression and Custom Preparation of Lower Jaw Bone Prosthesis,Specialty
21082,Impression and Custom Preparation of Prosthesis for Roof of Mouth Enlargement,Specialty
21083,Impression and Custom Preparation of Roof of Mouth Prosthesis,Specialty
21084,Impression and Custom Preparation of Speech Aid Prosthesis,Specialty
21453,Closed Treatment of Broken Jaw Bone with Insertion of Hardware or Oral Splint,Specialty
21461,Open Treatment of Broken Jaw Bone,Specialty
11200,Ligature Change,Specialty
D7921,Mandibular Grafting,Specialty
D7950,Mandible or Maxilla Gaft (Autogenous or Nonautogenous),Specialty
D7295,Mandible or Maxilla Graft (Harvest of Bone),Specialty
D7953,Mandible or Maxilla Graft (Bone Replacement Graft for Ridge Preservation),Specialty
D4265,Biologic Materials to Aid in Soft and Osseous Tissue Regeneration,Specialty
20969,Placement of skin and Bone Flap with Microvascular Connection,Specialty
21049,Maxillectomy (External Removal of Upper Jaw Bone Growth or Cyst),Specialty
D0240,Oclusal View,Specialty
D7630,Open Reduction Fracture Mandible,Specialty
D7858,Open Reduction Tmj,Specialty
D7852,Disc Repair,Specialty
D7854,Synovectomy,Specialty
D7856,Myotomy,Specialty
D7860,Arthrotomy,Specialty
D7865,Arthroplasty,Specialty
D7870,Arthrocentesis,Specialty
D7871,Non-Arthroscopic Lysis and Lavage,Specialty
D7872,"Arthroscopy - Diagnosis, with or without Biopsy",Specialty
D7750,Open Reduction Zygomatic,Specialty
D8010,Orthodontic Appliance Fixing Per Jaw,Specialty
D8020,Orthodontic Treatment (Adult Dentition),Specialty
D1110,Teeth Polishing,Specialty
D1120,Prophylaxis - Child,Specialty
D3220,Pulpotomy,Specialty
D3221,Pulpotomy (Primary and Permanent Teeth),Specialty
D3222,Partial Pulpotomy for Apexogenesis (Permanent Tooth with incomplete Root Development),Specialty
D7820,Reduction of TMJ Manual,Specialty
D7830,Manipulation of TMJ Under Anesthesia,Specialty
D5225,Removable Acrylic Partial Denture Single Tooth,Specialty
D5226,"Mandibular Partial Denture (Flexible Base including any Clasps, Rests and Teeth)",Specialty
D8670,Removable Orthodontic Activation,Specialty
D8999,Unspecified Orthodontic Procedure,Specialty
D8210,Removable Orthodontic Appliance (with / without Expansion),Specialty
D8040,Orthodontic Treatment (Adult Dentition),Specialty
D7940,Osteoplasty (For Orthognathic Deformities),Specialty
D7941,Osteotomy (Mandibular Rami),Specialty
D7943,Osteotomy (Mandibular Rami with Bone Graft; Includes Obtaining the Graft),Specialty
D7944,Osteotomy (Segmented or Subapical),Specialty
D7945,Osteotomy ( Body of Mandible),Specialty
D8060,Interceptive Orthodontic Treatment of the Transitional Dentition,Specialty
D5520,Repair of Denture,Specialty
D5710,Rebase Complete Maxillary Denture,Specialty
D5711,Rebase Complete Mandibular Denture,Specialty
D5720,Rebase Maxillary Partial Denture,Specialty
D5721,Rebase Mandibular Partial Denture,Specialty
D5730,Reline Complete Maxillary Denture (Chairside),Specialty
D5731,Reline Complete Mandibular Denture (Chairside),Specialty
D5740,Reline Maxillary Partial Denture (Chairside),Specialty
D5741,Reline Mandibular Partial Denture (Chairside),Specialty
D5750,Reline Complete Maxillary Denture (Laboratory),Specialty
D5751,Reline Complete Mandibular Denture (Laboratory),Specialty
D5760,Reline Maxillary Partial Denture (Laboratory),Specialty
D5761,Reline Mandibular Partial Denture (Laboratory),Specialty
D5410,Adjust Complete Denture (Maxillary),Specialty
D5411,Adjust Complete Denture ( Mandibular),Specialty
D5421,Adjust Partial Denture (Maxillary),Specialty
D5422,Adjust Partial Denture ( Mandibular),Specialty
D4341,Scalling and Root Planning The Whole Mouth,Specialty
D4342,Periodontal Scaling and Root Planning (One to Three Teeth Per Quadrant),Specialty
D4346,Scaling and Root Planning (For Generalized Moderate or Severe Gingival Inflammation),Specialty
D7550,Sequestrectomy,Specialty
89220,Sputum Induction (Procedure),Specialty
D7910,Suturing,Specialty
D7911,Suture (Complicated up to 5 Cm),Specialty
D7912,"Suture (Complicated ,Greater than 5 Cm)",Specialty
D7270,Teeth Splinting with Composite,Specialty
D7272,Tooth Transplantation (Includes Re-Implantation from one site to another and Splinting and/or Stabilization),Specialty
D2941,Temporary Filling,Specialty
41010,Tongue Tie Release,Specialty
D2960,Veneer Direct,Specialty
D7411,Wide Excisional ( Benign Lesion Greater than 1.25 Cm),Specialty
D7412,"Wide Excisional (Benign Lesion, Complicated)",Specialty
D7413,Wide Excisional (Malignant Lesion up to 1.25 Cm),Specialty
D7414,Wide Excisional (Malignant Lesion Greater than 1.25 Cm),Specialty
D7465,Dental Laser Treament,Specialty
D0330,X-RAY Orthopantomograph (OPG),Specialty
21497,Intermaxillary Fixation (Wiring of Jaw or Oral Splint to Teeth),Specialty
41512,Tongue Stitching,Specialty
21030,Total Maxillectomy,Specialty
21038,Partial Maxillectomy,Specialty
D7740,Intermaxillary Fixation,Specialty
41825,Apicectomy,Specialty
21480,TMJ Reduction,Specialty
41251,Tongue and Stitch/Repair,Specialty
90951,Acute Peritoneal Dialysis,Specialty
38220,Bone Marrow Aspiration Biopsy (Procedure),Specialty
36823,Chemotherapy Delivery (Periphery Line),Specialty
36455,Exchange Blood Transfusion,Specialty
36680,Intraossius Puncture,Specialty
62270,Diagnostic Lumbar Puncture,Specialty
92002,Medical Examination for Students Enrolling In Coll,Specialty
96900,Phototherapy,Specialty
90947,Renal Dialysis Per Session,Specialty
90945,Renal-Haemodialysis Catheterization,Specialty
99199,Renal-Medical Report,Specialty
36576,Resuturing of Temporary Catheter,Specialty
36416,Venous Puncture,Specialty
33010,Open Pericardiocentesis,Specialty
33015,Closed Pericardiocentesis,Specialty
33025,Pericardiectomy,Specialty
33031,Pericardiectomy with CPB,Specialty
33050,Pericardium Tumor Excision,Specialty
33120,Pericardium Tumor Excision on CPB,Specialty
33141,Laser Cardiac Therapy,Specialty
33202,Open Biventricular Pacing,Specialty
33203,Biventricular Pacing Insertion,Specialty
33204,Biventricular Device,Specialty
33210,Temporary Pacermaker Insertion,Specialty
33212,Insertion of High Power Device,Specialty
33215,Reposition of Pacemaker,Specialty
33216,Permanent Pacemaker Insertion,Specialty
33218,D/Chamber Pacemaker,Specialty
33222,Relocation of Pacemaker Skin Pocket,Specialty
33227,Removal and Replacement of Single Lead Pacemaker,Specialty
33228,Removal and Replacement of Dual Lead Pacemaker,Specialty
33236,Removal of Permanent Pacemaker.,Specialty
33243,Removal of Defibrilator Electrode,Specialty
33251,Maze Procedure,Specialty
33254,Atrial Reduction,Specialty
33300,Cardiac Repair,Specialty
33305,Cardiac Repair on CPB,Specialty
33310,Cardiac Clot Removal,Specialty
33320,Main Vascular Repair,Specialty
33322,Main Vascular Repair on CPB,Specialty
33330,Bental's With Aortic Valve Replacement,Specialty
33335,Valve Sparing Bental's,Specialty
33361,Transcatheter Aortic Valve Replacement (TAVR),Specialty
33420,Transcatheter Mitral Valvuloplast,Specialty
33362,Aortic Valve Replacement,Specialty
33390,Aortic Valve Repair on CPB,Specialty
33391,Avr With Aortic Root Enlargement,Specialty
33405,Bio-Synthetic Aortic Valve Replacement on CPB,Specialty
33412,Mitral Annuloplasty And Replacement,Specialty
33413,Aortic/Pulmonary Outlet Obstruction Release,Specialty
33414,Left Ventricular Outlet Tractobstruction Release,Specialty
33416,Left Ventriculotomy,Specialty
33417,Aortic Valve Repair,Specialty
33422,Open Mitral Valvotomy,Specialty
33425,Mitral Valve Repair with CPB,Specialty
33426,Bio-Synthetic Mitral Valve Replacement on CPB,Specialty
33430,Mitral Valve Replacement,Specialty
33460,Tricuspid Valve Annuloplasty on CPB,Specialty
33463,Tricuspid Valve Annuloplasty,Specialty
33464,Tricuspid Valve Ring Annuloplasty on CPB,Specialty
33465,Tricuspid Valve Replacement on CPB,Specialty
33468,Tricuspid Valve Repositioning,Specialty
33470,Closed Pulmonary Valvotomy,Specialty
33474,Open Tricuspid Valvotomy,Specialty
33475,Pulmonary Valve Replacement,Specialty
33476,Double Valve Replacement,Specialty
33477,Pulmonary Valve Replacement,Specialty
33478,Right Ventricular Outlet Tract Obstruction Release,Specialty
33496,Re- Do Mechanical Valve Replacement,Specialty
33500,Coronary Artery Reimplantation on CPB,Specialty
33502,Repair of Coronaryartery Anomaly,Specialty
33503,Coronary Artery Bypass Graft (Anomaly),Specialty
33504,Transection of Pulmonary Artery,Specialty
33505,Repair of Sinus of Valsalva Fistula,Specialty
33507,Coronary Artery Osteoplasty,Specialty
33510,Single Vessel Coronary Artery Bypass Surgery,Specialty
33511,Two Vessel Coronary Artery Bypass Surgery,Specialty
33512,Tripple Vessel Coronary Artery Bypass Surgery,Specialty
33514,Tripple Vessel Coronary Artery Bypass Surgery without CPB,Specialty
33530,Reopening Cardiac Surgery- 1month,Specialty
33600,Tricuspid Valve Cleft Repair,Specialty
33602,Valve Leaflets Reconstruction,Specialty
33606,Damas - Kaye Stansel Procedure,Specialty
33620,Rt And Lt Pulmonary Artery Banding,Specialty
33621,Asd Closure With Device,Specialty
33622,Complex Intracardiac Repair,Specialty
33641,"ASD Closure, Open",Specialty
33645,ASD Closure + Roofing of SVC,Specialty
33647,VSD And ASD Closure,Specialty
33675,Multiple VSD Closure,Specialty
33676,VSD or ASD Closure- Device,Specialty
33681,"VSD Closure, Open",Specialty
33690,Banding Pulmonary Artery,Specialty
33692,Complete Tof Repair,Specialty
33724,Tapvc Repair,Specialty
33755,Waterston Procedure,Specialty
33762,Blalock - Taussig Shunt (Bt Shunt),Specialty
33764,Modified Blalock - Taussig Shunt (Modified BT Shunt),Specialty
33766,Glenn Procedure,Specialty
33768,Removal of Congenital Extra Vena Cava,Specialty
33783,VSD Closure and Arterial Switch,Specialty
33788,Pumonary Artery Conduit(Truncus),Specialty
33820,"Pda Closure, Open",Specialty
33822,Pda Device Closure,Specialty
33930,Cardio-Pulmonary Harvest,Specialty
33935,Cardio-Pulmonary Transplant,Specialty
33940,Preoperative Cardiac Preservation,Specialty
33945,Cardiac Transplant,Specialty
33952,Insertion of Extracorporeal Membrane Oxygenation (ECMO),Specialty
33953,Extracorporeal Membrane Oxygenation (ECMO),Specialty
33967,Insertion of Intra-Aortic Balloon Assist Device,Specialty
33968,Removal of Intra-Aortic Balloon Assist Device,Specialty
34101,Embolectomy Great Artery on CPD,Specialty
34111,Embolectomy Great Artery,Specialty
34151,Embolectomy Arterial Peripheral,Specialty
34401,Embolectomy In Peripheral Veins,Specialty
34421,Embolectomy In Vena Cava,Specialty
34471,Embolectomy In Neck Vein,Specialty
34490,Embolectomy Underarm And Upper Chest Vein,Specialty
34502,Reconstruction of Vena Cava,Specialty
34520,Venous Stripping,Specialty
34800,Abdominal Aortic Aneurysm Repair with Prosthesis on CPD,Specialty
34802,Abdominal Aortic Aneurysm Repair without Prosthesis,Specialty
34813,Vasclar Surgery with Prosthesis - Thigh,Specialty
34820,Vasclar Surgery without Prosthesis - Thigh,Specialty
34821,Thoracic Aortic Aneurysm Stenting,Specialty
34825,Abdominal or Femoral Vascular Aneurysm Stenting,Specialty
34826,Abdominal Aortic Aneurysm Repair with Prosthesis,Specialty
34839,Aortic Baloon Therapy,Specialty
34900,Femoral Graft Placement,Specialty
35583,Peripheral Vascular Bypass Graft,Specialty
35901,Infected Graft Revision- Peripheral,Specialty
35907,Infected Graft Revision- Open Procedure,Specialty
36000,Venous Cannulation,Specialty
36002,Embolization,Specialty
36479,Laser Vascular Therapy,Specialty
36555,Central Venous Line,Specialty
36590,Removal of Peripheral Venous Catheter,Specialty
36569,Permanent Vascular Catheterazation,Specialty
36640,Arterial Line Insertion,Specialty
36818,Arteriovenous Fistular,Specialty
37200,Transcatheter Biopsy of Blood Vessel,Specialty
37237,Peripheral Vascular Stent Insertion,Specialty
37605,Major Vascular Ligation,Specialty
37607,Peripheral Arterio Venous Ligation,Specialty
37609,Vascular Biopsy and Ligation,Specialty
37722,Vascular Stripping,Specialty
37735,High Ligation and Stripping,Specialty
37765,Multiple Venoligation,Specialty
37780,Venoligation- Trauma,Specialty
37785,Venoligation- Varicose,Specialty
92920,Percutaneous Coronary Balloon Angioplasty,Specialty
92929,Percutaneous Coronary Stenting,Specialty
92941,Emergency Percutaneous Coronary Embolectomy and Stenting/Balloon,Specialty
92975,Intracoronary Thrombolytic Infusion with X-Ray,Specialty
92977,Intracoronary Thrombolytic Infusion,Specialty
92986,Percutaneous Aorta Valve Repair,Specialty
92987,Percutaneous Mitral Valve Repair,Specialty
92990,Percutaneous Pulmonary Valve Repair,Specialty
92998,Percutenous Pulmonary Artery Balloon,Specialty
93015,Stress Test/ Trademill Test,Specialty
93017,Drug Induced Stress ECG,Specialty
93224,Holter Monitor 48hr,Specialty
93228,Holter Monitor 24hr,Specialty
93272,Cardiac Monitor-24hr,Specialty
93297,Pacemaker Interrogation,Specialty
93299,CRDT Interrogation,Specialty
93306,Advanced/Detailed Echo,Specialty
93307,Echo Cardiogram,Specialty
93308,Echo Follow up,Specialty
93312,Trans Esophageal Echo,Specialty
93350,Stress Echo,Specialty
93530,Diagnostic Coronary Catheterization,Specialty
93784,Ambulatory Blood Pressure,Specialty
95885,EMG Standard,Specialty
61107,Subdural Tapping (Insertion of Brain Drainage Catheter or Fluid Pressure Recording or Monitoring Device),Specialty
61521,Brain Abcess,Specialty
61538,Burr Hole for Evacuation,Specialty
61540,Craniotomy for Posterior,Specialty
61590,Craniotomy for Olfactory,Specialty
61888,Craniotomy for Right Frontal,Specialty
61512,Craniotomy for Meningioma,Specialty
61510,Craniotomy for Tumour,Specialty
62000,Skull Elevation (Elevation of Depressed Skull Fracture),Specialty
61500,Skull Exostosis Excision (Removal of Brain Tumor or Other Skull Bone Lesion),Specialty
61546,Craniotomy for Pituitary (Incision of Forehead Bone for Excision of Pituitary Gland Tumor),Specialty
62252,Glomus Jugulare Tumour,Specialty
63704,Ant Fontenele Meningocele (Repair of (Less than 5 Centimeter) Spinal Cord Defect),Specialty
62005,Skull Elevation (Elevation of Depressed Skull Fractures),Specialty
62100,Naso Encephabulle Repair (Repair of Membrane Covering the Brain),Specialty
62120,Encephalocele Closure/Repair,Specialty
62141,Cranioplasty,Specialty
61548,Gastrectomy for Pituitary (Excision of Pituitary Gland Tumor),Specialty
62230,Revision VP Shunt (Replacement or Revision of Brain Fluid Drainage Shunt Valve or Catheter),Specialty
62256,Shunt Removal (Removal of Brain and Spinal Fluid Shunt System),Specialty
62225,VP Shunt and SBH Evacuation (Replacement or Irrigation of Brain Fluid Drainage Shunt Catheter),Specialty
61000,Subdural Tapping,Specialty
61108,Right Burr Holes for SDH,Specialty
61150,Brain Abcess,Specialty
61305,Craniotomy for Posterior,Specialty
61312,Subdural Haematoma,Specialty
61313,Craniotomy for Olfactory,Specialty
61154,Burr Hole and Haematoma,Specialty
61250,Burr Hole and Evacuation CSDH,Specialty
61314,Evaculation for Chronic,Specialty
61514,Ocipital Meningocele Excision,Specialty
61520,Olfactory Groove Mengioma,Specialty
61570,Craniotomy for Bullet / Foreign Body,Specialty
62010,Ds And Skull Elevation and EF,Specialty
62117,Encephaocele Repair,Specialty
62121,Ocipital Enephalocele Repair,Specialty
61575,"Transoral Approach Skullbase Bx,Tomor Excision",Specialty
61605,"Resection On Neoplastic,Vascular,Infectious Lesion Infratemporal Fossae",Specialty
61606,Infratemporal Fossa with Duroplasty/Grafting,Specialty
61609,Transection/Ligation Carotid Artery,Specialty
61612,Transection/Ligation Carotid Artery with Repair,Specialty
61613,"Obliteration of Carotid Aneurysm, AVN by Microscope",Specialty
61618,Secondary Repair of Dura for CSF Leaking,Specialty
61624,"Transcatheter Permanent Occlusion ,Embolization Intracranial",Specialty
61700,Aneurysmal Creeping Intracranial,Specialty
62201,ETV (Stereotactic Creation of Spinal Fluid Drainage Tract in the Brain using an Endoscope),Specialty
61698,Aneurysmal Cliping (Repair of Bulging of Blood Vessel (Aneurysm) in Brain),Specialty
62165,Removal of Pituitary Gland Tumor using an Endoscope,Specialty
22554,"ACDF (Fusion of Spine Bones with Removal of Disc at Upper Spinal Column, Anterior Approach)",Specialty
22612,Spinal Stabilization Trans,Specialty
22552,Anterior/ Posterior Cervical,Specialty
22845,C3-C4 Laminectomy Under C-Arm,Specialty
63075,Anterior Cervical Caging (Removal of Upper Spine Disc and Release of Spinal Cord and/or nerves),Specialty
22846,C4-C5 Coperctomy Cage and,Specialty
22847,C4-C5c5-C6 Ventral Fusion,Specialty
64634,Percutaneous Discectomy Cervical,Specialty
22851,Synthetic Caging Cervical,Specialty
22630,L2-L3 Caopectomy and,Specialty
22632,L4-L5 Fusion,Specialty
22840,Revision Transpedicular,Specialty
63017,Lumbar Canal Decompression,Specialty
63020,Lumbar Decompression,Specialty
63015,Discectomy L4-L5,Specialty
63045,Laminectomy L3-L5,Specialty
63046,Laminectomy L4-L5 Under C,Specialty
63047,Laminectomy T11-T12,Specialty
63048,Laminectomy T12-L1,Specialty
63056,DECOMPRESION L4-L5.L5-S1(Release of Lower Spinal Cord and/or Nerves),Specialty
63307,Retroperitoneal L2-L3,Specialty
63700,SB Closure,Specialty
63706,Revision Wound for SB Repair,Specialty
63702,SB Repair,Specialty
22849,Revision Instrument L4-L5,Specialty
22859,Carpectomy and Meshed Cage,Specialty
63030,Discectomy L4-L5/L5-S1,Specialty
63057,Fusion L3-S1 (Release of Middle or Lower Spinal Cord and/or Nerves),Specialty
63035,Disfraciculation LT Hip/Wide,Specialty
63050,Ilistrumented Fusion L5-S1,Specialty
64490,Lumber Facet Injection L4-L5,Specialty
22633,L4-L5 Fusion Under Image,Specialty
22634,L4-L5 And L5-S1 Epidural,Specialty
